,sen1,sen2,sen3,colalab,colasc
239,"Again, many people abuse those websites, putting up harmful words, inappropriate things, but that problem can be easily solved if you ""report' them to the website manager or to an adult.","You just have to know how to be safe online, if not, the computer can be a very negative object for you.","If you know how to use it right, you'll enjoy messages from family or instant messages from friends.",LABEL_1,0.935451090335846
240,Computers have helped students and teachers.,"Lastyly, computers (and tehn keyboards) are helping people with hand - eye coordination.",Many schools are offering typing classes to try and help students.,LABEL_1,0.8549631834030151
241,"Dear @CAPS1 @CAPS2, I am a child of the tech generation, or the generation in which technology has taken on a new meaning.",That meaning is life.,Our life revolves around technology in general as the @LOCATION3 revolves around the sun.,LABEL_1,0.5445404648780823
242,"This increase would help many, people with low coordination.","Today, computers are helping the world in many ways.","From communication, to internet accessability, then to helping hand-eye coordination.",LABEL_1,0.6293939352035522
243,Say that you need to research the periodic table and write down @NUM1 facts as well as all the elements.,There are probably hundreds if not thousands of websites on this subject.,All you need to do is type it in on google.,LABEL_1,0.6444394588470459
244,"It was sad, but we promised to stay in touch.","With e-mail and instant messaging, it was easy to talk, and exchange the latest news!","Having the ability to communicate with soemone easily is an unbeliveable privalige, that would be none existant without computers to help us.",LABEL_1,0.6575651168823242
245,One is about a soldier in @LOCATION1 and his present wife back home.,"The doctors set up a computer equipped with video chat in the operating room and the soldier was, in a way, in two places at once.",The man got to see his newborn baby and his wife.,LABEL_1,0.6099016666412354
248,Computers have helped advance medicine as well.,They have been the key to unlocking all sorts of cures for dangerous diseases.,"Who knows, maybe in @NUM2 years therew ill be a cure for cancer.",LABEL_1,0.6090074181556702
250,Dear @CAPS1 Have you ever wondered how much the world wide web has to offer?,I would definetly agree that computers have a benificial effect on people.,"They teach hand eye coordination, give people the ability to learn about far away places and they give people the chance to recconnect or new people.",LABEL_1,0.7776361703872681
252,"People like the @CAPS4 do not spend much time with family members, or friends, or even just outside.","They do not get enough exercise, and frankly, abusing computers is not good for your life, physically or socially.","Some people are working all day, leaving early in the morning and getting back late, so that they rarely spend time with those they love.",LABEL_1,0.7538664937019348
254,"Some might disagree with me but the truth is, moving your hand over the mouse doesn't count!",A recent survay has been conduched and @CAPS2 said that out of the @PERCENT1 of kids who own a computer @PERCENT2 are over-weight or indanger of being over-weight.,@CAPS2 is sad to think that technology has taken over so much that @CAPS2 is ruining poeples lives.,LABEL_1,0.5891581177711487
255,"Some experts are concerned that people are spending to much time on computers, and I believe that they are correct.","Most kinds would perfer to be on the computer chatting with friends on line or spending hours on facebook but what is the point of this when there is a whole to explore, they don't enjoy natire like they should, and they spend less time with family and friends.","If you are on the computer twenty four hours a day, seven days a week how are you supposed to get enough exersize?",LABEL_1,0.6139422059059143
256,They range from @MONEY3@NUM3 for a @CAPS4 computer.,Then each family had to buy the software and programs to go with the computer.,A close family friend of ours just bought a computers.,LABEL_1,0.5658776164054871
258,Another reason why computers have had a negative effect on people is because @CAPS3 are spending too much time on the computer and not enough time doing homework and exercising outside.,These @ORGANIZATION1 websites that gives @CAPS3 the ability to talk with friends and play games have made @CAPS3 lazy and addicted to the computer.,"My friend, when he was little, would play outside for hours and hours at a time.",LABEL_1,0.6534115672111511
260,"When my friends and I were learning about evaluating websites in computer processing class we came upon a site that seemed reliable, and accurate.",We were all shocked when we learned that everything about it was fake.,Computers can put people who @MONTH1 not know any better at risks.,LABEL_1,0.5712621212005615
261,From video-sharing websites like <URL>.,to gaming websites like <URL>.,"These sites provide games and many videos, or even learning aids.",LABEL_1,0.7494322061538696
